,symbol,country1,country2,value,date,type,category,url,title,StartDate,lastupdate
0,MEXDEU84261,Mexico,Germany,27038016,2022,Import,"Derricks, cranes, mobile lifting frames",/mexico/imports/germany/derricks-cranes-mobile-lifting-frames,"Mexico Imports from Germany of Derricks, cranes, mobile lifting frames",1990.0,2023-12-07T09:33:00
1,MEXDEU84252,Mexico,Germany,195448,2022,Export,Pulley Tackle and Hoists,/mexico/exports/germany/pulley-tackle-hoists-than-skip-hoists-winches-capstans-jacks,Mexico exports of pulley tackle and hoists to Germany,1990.0,2023-12-07T09:33:00
2,MEXDEU84251,Mexico,Germany,4432775,2022,Import,Pulley Tackle and Hoists,/mexico/imports/germany/pulley-tackle-hoists-than-skip-hoists-winches-capstans-jacks,Mexico Imports from Germany of Pulley Tackle and Hoists,1990.0,2023-12-07T09:33:00
3,MEXDEU84242,Mexico,Germany,131944,2022,Export,Fire Extinguishers; Spray Guns,/mexico/exports/germany/mechanical-appliances-hand-operated-projecting-dispersing-spraying-liquids-powder,Mexico exports of fire extinguishers; spray guns to Germany,1990.0,2023-12-07T09:33:00
4,MEXDEU84241,Mexico,Germany,57847532,2022,Import,Fire Extinguishers; Spray Guns,/mexico/imports/germany/mechanical-appliances-hand-operated-projecting-dispersing-spraying-liquids-powder,Mexico Imports from Germany of Fire Extinguishers; Spray Guns,1990.0,2023-12-07T09:33:00
5,MEXDEU84231,Mexico,Germany,12324712,2022,Import,"Weighing Machinery, Weighing Machine Weights",/mexico/imports/germany/weighing-machines-weighing-machine-weights,"Mexico Imports from Germany of Weighing Machinery, Weighing Machine Weights",1990.0,2023-12-07T09:33:00
6,MEXDEU84222,Mexico,Germany,4435,2022,Export,"Dish Washing Machines, Machinery for Cleaning",/mexico/exports/germany/machines-dishwash-clean-control-fill-packing,"Mexico exports of dish washing machines, machinery for cleaning to Germany",1990.0,2023-12-07T09:33:00
7,MEXDEU84221,Mexico,Germany,185013007,2022,Import,"Dish Washing Machines, Machinery for Cleaning",/mexico/imports/germany/machines-dishwash-clean-control-fill-packing,"Mexico Imports from Germany of Dish Washing Machines, Machinery for Cleaning",1990.0,2023-12-07T09:33:00
8,MEXDEU84212,Mexico,Germany,44229666,2022,Export,Centrifuges; Filtering or Purifying Machinery,/mexico/exports/germany/centrifuges-filter-machinery-liquid-gases,Mexico exports of centrifuges; filtering or purifying machinery to Germany,1990.0,2023-12-07T09:33:00
9,MEXDEU84211,Mexico,Germany,212146638,2022,Import,Centrifuges; Filtering or Purifying Machinery,/mexico/imports/germany/centrifuges-filter-machinery-liquid-gases,Mexico Imports from Germany of Centrifuges; Filtering or Purifying Machinery,1990.0,2023-12-07T09:33:00
10,MEXDEU84201,Mexico,Germany,1313585,2022,Import,Calendering or Other Rolling Machines,/mexico/imports/germany/calendering-machines-cylinders-parts,Mexico Imports from Germany of Calendering or Other Rolling Machines,1990.0,2023-12-07T09:33:00
11,MEXDEU84192,Mexico,Germany,2442584,2022,Export,Apparatus for Treatment of Materials By Temperature,/mexico/exports/germany/machinery-temp-change-treat-mat-heat,Mexico exports of apparatus for treatment of materials by temperature to Germany,1990.0,2023-12-07T09:33:00
12,MEXDEU84191,Mexico,Germany,75666075,2022,Import,Apparatus for Treatment of Materials By Temperature,/mexico/imports/germany/machinery-temp-change-treat-mat-heat,Mexico Imports from Germany of Apparatus for Treatment of Materials By Temperature,1990.0,2023-12-07T09:33:00
13,MEXDEU84182,Mexico,Germany,378468,2022,Export,"Refrigerators, Freezers, Heat Pumps",/mexico/exports/germany/refrigerators-freezers-heat-pumps,"Mexico exports of refrigerators, freezers, heat pumps to Germany",1990.0,2023-12-07T09:33:00
14,MEXDEU84181,Mexico,Germany,4417004,2022,Import,"Refrigerators, Freezers, Heat Pumps",/mexico/imports/germany/refrigerators-freezers-heat-pumps,"Mexico Imports from Germany of Refrigerators, Freezers, Heat Pumps",1990.0,2023-12-07T09:33:00
15,MEXDEU84171,Mexico,Germany,21437751,2022,Import,"Industrial or Laboratory Furnaces and Ovens, Non-electric",/mexico/imports/germany/industrial-laboratory-furnaces-ovens-non-electric,"Mexico Imports from Germany of Industrial or Laboratory Furnaces and Ovens, Non-electric",1990.0,2023-12-07T09:33:00
16,MEXDEU84061,Mexico,Germany,1641378,2022,Import,"Steam turbines and other vapor turbines, parts",/mexico/imports/germany/steam-turbines-vapor-turbines-parts,"Mexico Imports from Germany of Steam turbines and other vapor turbines, parts",1990.0,2023-12-07T09:33:00
17,MEXDEU84092,Mexico,Germany,3295146,2022,Export,Parts of Internal Combustion Piston Engines,/mexico/exports/germany/parts-engines-heading-8407-8408,Mexico exports of parts of internal combustion piston engines to Germany,1990.0,2023-12-07T09:33:00
18,MEXDEU84091,Mexico,Germany,284106076,2022,Import,Parts of Internal Combustion Piston Engines,/mexico/imports/germany/parts-engines-heading-8407-8408,Mexico Imports from Germany of Parts of Internal Combustion Piston Engines,1990.0,2023-12-07T09:33:00
19,MEXDEU84161,Mexico,Germany,2343999,2022,Import,"Furnace Burners, Mechanical Stokers",/mexico/imports/germany/furnace-burners-mechanical-stokers-parts,"Mexico Imports from Germany of Furnace Burners, Mechanical Stokers",1990.0,2023-12-07T09:33:00
20,MEXDEU84152,Mexico,Germany,3312295,2022,Export,Air Conditioning Machines,/mexico/exports/germany/air-conditioning-machines-temp-hum-change,Mexico exports of air conditioning machines to Germany,1990.0,2023-12-07T09:33:00
21,MEXDEU84151,Mexico,Germany,23512708,2022,Import,Air Conditioning Machines,/mexico/imports/germany/air-conditioning-machines-temp-hum-change,Mexico Imports from Germany of Air Conditioning Machines,1990.0,2023-12-07T09:33:00
22,MEXDEU84142,Mexico,Germany,34581706,2022,Export,"Air or Vacuum Pumps, Air or Other Gas Compressors",/mexico/exports/germany/air-vacuum-pumps-air-gas-compressors-fans-ventilating-recycling-hoods-incorporating-fan,"Mexico exports of air or vacuum pumps, air or other gas compressors to Germany",1990.0,2023-12-07T09:33:00
23,MEXDEU84141,Mexico,Germany,159148099,2022,Import,"Air or Vacuum Pumps, Air or Other Gas Compressors",/mexico/imports/germany/air-vacuum-pumps-air-gas-compressors-fans-ventilating-recycling-hoods-incorporating-fan,"Mexico Imports from Germany of Air or Vacuum Pumps, Air or Other Gas Compressors",1990.0,2023-12-07T09:33:00
24,MEXDEU84132,Mexico,Germany,10537363,2022,Export,"Pumps for Liquids, Liquid Elevators",/mexico/exports/germany/pumps-liquids-liquid-elevators,"Mexico exports of pumps for liquids, liquid elevators to Germany",1990.0,2023-12-07T09:33:00
25,MEXDEU84131,Mexico,Germany,198031709,2022,Import,"Pumps for Liquids, Liquid Elevators",/mexico/imports/germany/pumps-liquids-liquid-elevators,"Mexico Imports from Germany of Pumps for Liquids, Liquid Elevators",1990.0,2023-12-07T09:33:00
26,MEXDEU84122,Mexico,Germany,314451,2022,Export,Engines and Motors not specified elsewhere,/mexico/exports/germany/engines-motors,Mexico exports of engines and motors not specified elsewhere to Germany,1990.0,2023-12-07T09:33:00
27,MEXDEU84121,Mexico,Germany,35740133,2022,Import,Engines and Motors not specified elsewhere,/mexico/imports/germany/engines-motors,Mexico Imports from Germany of Engines and Motors not specified elsewhere,1990.0,2023-12-07T09:33:00
28,MEXDEU84112,Mexico,Germany,21740688,2022,Export,"Turbo-jets, Turbo-propellers and Other Gas Turbines",/mexico/exports/germany/turbo-jets-turbo-propellers-gas-turbines,"Mexico exports of turbo-jets, turbo-propellers and other gas turbines to Germany",1990.0,2023-12-07T09:33:00
29,MEXDEU84111,Mexico,Germany,7878185,2022,Import,"Turbo-jets, Turbo-propellers and Other Gas Turbines",/mexico/imports/germany/turbo-jets-turbo-propellers-gas-turbines,"Mexico Imports from Germany of Turbo-jets, Turbo-propellers and Other Gas Turbines",1990.0,2023-12-07T09:33:00
30,MEXDEU84081,Mexico,Germany,162146037,2022,Import,Compression-ignition Internal Combustion Piston Engines,/mexico/imports/germany/compression-ignition-internal-comb-piston-engines,Mexico Imports from Germany of Compression-ignition Internal Combustion Piston Engines,1990.0,2023-12-07T09:33:00
31,MEXDEU84072,Mexico,Germany,2686421,2022,Export,Spark-ignition Internal Combustion Piston Engines,/mexico/exports/germany/spark-ignition-reciprocating-rotary-internal-combustion-piston-engine,Mexico exports of spark-ignition internal combustion piston engines to Germany,1990.0,2023-12-07T09:33:00
32,MEXDEU84071,Mexico,Germany,248947231,2022,Import,Spark-ignition Internal Combustion Piston Engines,/mexico/imports/germany/spark-ignition-reciprocating-rotary-internal-combustion-piston-engine,Mexico Imports from Germany of Spark-ignition Internal Combustion Piston Engines,1990.0,2023-12-07T09:33:00
33,MEXDEU84051,Mexico,Germany,285638,2022,Import,Producer Gas or Water Gas Generators,/mexico/imports/germany/producer-gas-acetylene-gas-generators-parts,Mexico Imports from Germany of Producer Gas or Water Gas Generators,1990.0,2023-12-07T09:33:00
34,MEXDEU84041,Mexico,Germany,65619,2022,Import,"Auxiliary Plant for Use With Boilers, Condensers",/mexico/imports/germany/auxiliary-plant-used-boilers-condensers,"Mexico Imports from Germany of Auxiliary Plant for Use With Boilers, Condensers",1990.0,2023-12-07T09:33:00
35,MEXDEU84021,Mexico,Germany,4931998,2022,Import,Steam or Other Vapour Generating Boilers,/mexico/imports/germany/steam-generating-boilers,Mexico Imports from Germany of Steam or Other Vapour Generating Boilers,1990.0,2023-12-07T09:33:00
36,MEXDEU83111,Mexico,Germany,4648492,2022,Import,"Wire, Rods, Tubes, Plates, Electrodes, of Base Metal",/mexico/imports/germany/wire-rods-soldering-met-spray,"Mexico Imports from Germany of Wire, Rods, Tubes, Plates, Electrodes, of Base Metal",1990.0,2023-12-07T09:33:00
37,MEXDEU83071,Mexico,Germany,2310468,2022,Import,Flexible Tubing of Base Metal,/mexico/imports/germany/flexible-tubing-base-metal,Mexico Imports from Germany of Flexible Tubing of Base Metal,1990.0,2023-12-07T09:33:00
38,MEXDEU83101,Mexico,Germany,878663,2022,Import,Sign-plates,/mexico/imports/germany/sign-name-plates-symbols-base-metal-except-headings-9405,Mexico Imports from Germany of Sign-plates,1990.0,2023-12-07T09:33:00
39,MEXDEU83092,Mexico,Germany,334528,2022,Export,"Stoppers, Caps, Lids, Other Packing Accessories, of Base Metal",/mexico/exports/germany/stoppers-caps-lids-seals-packing-accessories-base-metal,"Mexico exports of stoppers, caps, lids, other packing accessories, of base metal to Germany",1990.0,2023-12-07T09:33:00
40,MEXDEU83091,Mexico,Germany,2779920,2022,Import,"Stoppers, Caps, Lids, Other Packing Accessories, of Base Metal",/mexico/imports/germany/stoppers-caps-lids-seals-packing-accessories-base-metal,"Mexico Imports from Germany of Stoppers, Caps, Lids, Other Packing Accessories, of Base Metal",1990.0,2023-12-07T09:33:00
41,MEXDEU83082,Mexico,Germany,891,2022,Export,"Clasps, Frames With Clasps, Buckles, Hooks, of Base Metal",/mexico/exports/germany/clasps-buckles-hooks-beads-spangles-base-metal,"Mexico exports of clasps, frames with clasps, buckles, hooks, of base metal to Germany",1990.0,2023-12-07T09:33:00
42,MEXDEU83081,Mexico,Germany,3073424,2022,Import,"Clasps, Frames With Clasps, Buckles, Hooks, of Base Metal",/mexico/imports/germany/clasps-buckles-hooks-beads-spangles-base-metal,"Mexico Imports from Germany of Clasps, Frames With Clasps, Buckles, Hooks, of Base Metal",1990.0,2023-12-07T09:33:00
43,MEXDEU83061,Mexico,Germany,75243,2022,Import,"Bells, Gongs, Statuettes, Photograph Frames, Mirrors, of Base Metal",/mexico/imports/germany/bells-gongs-non-electric-ornaments-base-metal-photograph-frames,"Mexico Imports from Germany of Bells, Gongs, Statuettes, Photograph Frames, Mirrors, of Base Metal",1990.0,2023-12-07T09:33:00
44,MEXDEU83051,Mexico,Germany,2377405,2022,Import,"Letter Clips and Similar Office Articles, of Base Metal",/mexico/imports/germany/fittings-loose-leaf-binders-files-letter-clips-letter-corners-paper-clips-indexing-tags-office-articles-base-metal-staples-strips,"Mexico Imports from Germany of Letter Clips and Similar Office Articles, of Base Metal",1990.0,2023-12-07T09:33:00
45,MEXDEU82151,Mexico,Germany,328764,2022,Import,Tableware of base metal and base metal parts,/mexico/imports/germany/tableware-base-metal-base-metal-parts,Mexico Imports from Germany of Tableware of base metal and base metal parts,1990.0,2023-12-07T09:33:00
46,MEXDEU83022,Mexico,Germany,3757360,2022,Export,"Hardware, fixtures, castors & parts, base metal",/mexico/exports/germany/hardware-fixtures-castors-parts-base-metal,"Mexico exports of hardware, fixtures, castors & parts, base metal to Germany",1990.0,2023-12-07T09:33:00
47,MEXDEU83021,Mexico,Germany,77318080,2022,Import,"Hardware, fixtures, castors & parts, base metal",/mexico/imports/germany/hardware-fixtures-castors-parts-base-metal,"Mexico Imports from Germany of Hardware, fixtures, castors & parts, base metal",1990.0,2023-12-07T09:33:00
48,MEXDEU83012,Mexico,Germany,3876825,2022,Export,"Padlocks, locks, keys and parts, of base metal",/mexico/exports/germany/padlocks-locks-keys-parts-base-metal,"Mexico exports of padlocks, locks, keys and parts, of base metal to Germany",1990.0,2023-12-07T09:33:00
49,MEXDEU83011,Mexico,Germany,26156535,2022,Import,"Padlocks, locks, keys and parts, of base metal",/mexico/imports/germany/padlocks-locks-keys-parts-base-metal,"Mexico Imports from Germany of Padlocks, locks, keys and parts, of base metal",1990.0,2023-12-07T09:33:00
50,MEXDEU82141,Mexico,Germany,251652,2022,Import,Other Articles of Cutlery; Manicure or Pedicure Instruments,/mexico/imports/germany/other-articles-cutlery,Mexico Imports from Germany of Other Articles of Cutlery; Manicure or Pedicure Instruments,1990.0,2023-12-07T09:33:00
51,MEXDEU82131,Mexico,Germany,306553,2022,Import,Scissors and Blades Therefor,/mexico/imports/germany/scissors-tailors-shears-blades-base-metal,Mexico Imports from Germany of Scissors and Blades Therefor,1990.0,2023-12-07T09:33:00
52,MEXDEU82121,Mexico,Germany,23087035,2022,Import,Razors and Razor Blades,/mexico/imports/germany/razors-razor-blades,Mexico Imports from Germany of Razors and Razor Blades,1990.0,2023-12-07T09:33:00
53,MEXDEU82111,Mexico,Germany,2234542,2022,Import,Knives With Cutting Blades and Blades Therefor,/mexico/imports/germany/knives-blades-blades-knives,Mexico Imports from Germany of Knives With Cutting Blades and Blades Therefor,1990.0,2023-12-07T09:33:00
54,MEXDEU82101,Mexico,Germany,1812,2022,Import,"Hand-operated Mechanical Appliances, Weighing 10kg or Less",/mexico/imports/germany/hand-operated-mechanical-appliances-weighing-10-kg-less-used-preparation-conditioning-serving-food-drink,"Mexico Imports from Germany of Hand-operated Mechanical Appliances, Weighing 10kg or Less",1990.0,2023-12-07T09:33:00
55,MEXDEU82092,Mexico,Germany,347358,2022,Export,"Plates, Sticks, Tips and the Like for Tools Unmounted",/mexico/exports/germany/plates-sticks-tips-tools-unmounted,"Mexico exports of plates, sticks, tips and the like for tools unmounted to Germany",1990.0,2023-12-07T09:33:00
56,MEXDEU82091,Mexico,Germany,26346285,2022,Import,"Plates, Sticks, Tips and the Like for Tools Unmounted",/mexico/imports/germany/plates-sticks-tips-tools-unmounted,"Mexico Imports from Germany of Plates, Sticks, Tips and the Like for Tools Unmounted",1990.0,2023-12-07T09:33:00
57,MEXDEU82082,Mexico,Germany,27064,2022,Export,"Knives and Cutting Blades, for Machines or for Mechanical Appliances",/mexico/exports/germany/knives-blades-machines-appliances,"Mexico exports of knives and cutting blades, for machines or for mechanical appliances to Germany",1990.0,2023-12-07T09:33:00
58,MEXDEU82081,Mexico,Germany,17948931,2022,Import,"Knives and Cutting Blades, for Machines or for Mechanical Appliances",/mexico/imports/germany/knives-blades-machines-appliances,"Mexico Imports from Germany of Knives and Cutting Blades, for Machines or for Mechanical Appliances",1990.0,2023-12-07T09:33:00
59,MEXDEU82072,Mexico,Germany,3603898,2022,Export,Interchangeable Tools for Hand Tools or for Machine-tools,/mexico/exports/germany/interchange-tools-hand-machine-tools,Mexico exports of interchangeable tools for hand tools or for machine-tools to Germany,1990.0,2023-12-07T09:33:00
60,MEXDEU82071,Mexico,Germany,102693020,2022,Import,Interchangeable Tools for Hand Tools or for Machine-tools,/mexico/imports/germany/interchange-tools-hand-machine-tools,Mexico Imports from Germany of Interchangeable Tools for Hand Tools or for Machine-tools,1990.0,2023-12-07T09:33:00
61,MEXDEU82061,Mexico,Germany,831064,2022,Import,"Tools of Two or More, Put up in Sets for Retail Sale",/mexico/imports/germany/tools-headings-8202-8205-sets-retail-sale,"Mexico Imports from Germany of Tools of Two or More, Put up in Sets for Retail Sale",1990.0,2023-12-07T09:33:00
62,MEXDEU82052,Mexico,Germany,2226111,2022,Export,"Hand Tools, Vices, Clamps, Anvils, Portables Forges, Grinding Wheels",/mexico/exports/germany/handtools-blow-torches-anvils,"Mexico exports of hand tools, vices, clamps, anvils, portables forges, grinding wheels to Germany",1990.0,2023-12-07T09:33:00
63,MEXDEU82051,Mexico,Germany,6859722,2022,Import,"Hand Tools, Vices, Clamps, Anvils, Portables Forges, Grinding Wheels",/mexico/imports/germany/handtools-blow-torches-anvils,"Mexico Imports from Germany of Hand Tools, Vices, Clamps, Anvils, Portables Forges, Grinding Wheels",1990.0,2023-12-07T09:33:00
64,MEXDEU82042,Mexico,Germany,63846,2022,Export,Hand-operated Spanners and Wrenches; Interchangeable Spanner Sockets,/mexico/exports/germany/hand-operated-spanners-wrenches,Mexico exports of hand-operated spanners and wrenches; interchangeable spanner sockets to Germany,1990.0,2023-12-07T09:33:00
65,MEXDEU82041,Mexico,Germany,3056440,2022,Import,Hand-operated Spanners and Wrenches; Interchangeable Spanner Sockets,/mexico/imports/germany/hand-operated-spanners-wrenches,Mexico Imports from Germany of Hand-operated Spanners and Wrenches; Interchangeable Spanner Sockets,1990.0,2023-12-07T09:33:00
66,MEXDEU82032,Mexico,Germany,23880,2022,Export,"Files, Rasps, Pliers, Pincers, Tweezers, Pipe-cutters, Bolt-croppers",/mexico/exports/germany/files-rasps-pliers-metal-cutting-shears-base-metal-parts,"Mexico exports of files, rasps, pliers, pincers, tweezers, pipe-cutters, bolt-croppers to Germany",1992.0,2023-12-07T09:33:00
67,MEXDEU82031,Mexico,Germany,3594242,2022,Import,"Files, Rasps, Pliers, Pincers, Tweezers, Pipe-cutters, Bolt-croppers",/mexico/imports/germany/files-rasps-pliers-metal-cutting-shears-base-metal-parts,"Mexico Imports from Germany of Files, Rasps, Pliers, Pincers, Tweezers, Pipe-cutters, Bolt-croppers",1990.0,2023-12-07T09:33:00
68,MEXDEU82021,Mexico,Germany,14133429,2022,Import,"Hand Saws, Blades for Saws of All Kinds",/mexico/imports/germany/handsaws-metal-parts-saw-blades-base-metal-saw-parts,"Mexico Imports from Germany of Hand Saws, Blades for Saws of All Kinds",1990.0,2023-12-07T09:33:00
69,MEXDEU82011,Mexico,Germany,103489,2022,Import,Handtools and tools used in agriculture,/mexico/imports/germany/handtools-tools-used-agriculture-base-metal-parts,Mexico Imports from Germany of Handtools and tools used in agriculture,1990.0,2023-12-07T09:33:00
70,MEXDEU81131,Mexico,Germany,206616,2022,Import,Cermets and Articles  Including Waste and Scrap,/mexico/imports/germany/cermets-waste-scrap,"Mexico Imports from Germany of Cermets, Including Waste and Scrap",1990.0,2023-12-07T09:33:00
71,MEXDEU81121,Mexico,Germany,13629,2022,Import,"Beryllium, Chromium, Germanium, Vanadium, Gallium, Hafnium",/mexico/imports/germany/beryllium-chromium-germanium-vanadium-gallium-hafnium,"Mexico Imports from Germany of Beryllium, Chromium, Germanium, Vanadium, Gallium, Hafnium",1990.0,2023-12-07T09:33:00
72,MEXDEU81091,Mexico,Germany,273591,2022,Import,Zirconium,/mexico/imports/germany/zirconium-including-waste-scrap,Mexico Imports from Germany of Zirconium,1990.0,2023-12-07T09:33:00
73,MEXDEU81081,Mexico,Germany,15389072,2022,Import,Titanium,/mexico/imports/germany/titanium-including-waste-scrap,Mexico Imports from Germany of Titanium,1990.0,2023-12-07T09:33:00
74,MEXDEU81051,Mexico,Germany,201450,2022,Import,Cobalt Mattes and Other Intermediate Products of Cobalt Metallurgy,/mexico/imports/germany/cobalt-mattes-cobalt-art-waste-scrap,Mexico Imports from Germany of Cobalt Mattes and Other Intermediate Products of Cobalt Metallurgy,1990.0,2023-12-07T09:33:00
75,MEXDEU81021,Mexico,Germany,246314,2022,Import,Molybdenum,/mexico/imports/germany/molybdenum-including-waste-scrap,Mexico Imports from Germany of Molybdenum,1990.0,2023-12-07T09:33:00
76,MEXDEU81011,Mexico,Germany,2758099,2022,Import,"Tungsten (wolfram) & articles, including waste & scrap",/mexico/imports/germany/tungsten-wolfram-articles-including-waste-scrap,"Mexico Imports from Germany of Tungsten (wolfram) & articles, including waste & scrap",1990.0,2023-12-07T09:33:00
77,MEXDEU80071,Mexico,Germany,92853,2022,Import,"Articles of tin, not specified elsewhere",/mexico/imports/germany/articles-tin,"Mexico Imports from Germany of Articles of tin, not specified elsewhere",1990.0,2023-12-07T09:33:00
78,MEXDEU80031,Mexico,Germany,517906,2022,Import,"Tin bars, rods, profiles and wire",/mexico/imports/germany/tin-bars-rods-profiles-wire,"Mexico Imports from Germany of Tin bars, rods, profiles and wire",1990.0,2023-12-07T09:33:00
79,MEXDEU80011,Mexico,Germany,291130,2022,Import,"Tin, unwrought",/mexico/imports/germany/tin-unworked-ought,"Mexico Imports from Germany of Tin, unwrought",1993.0,2023-12-07T09:33:00
80,MEXDEU79071,Mexico,Germany,932828,2022,Import,Articles of zinc not specified elsewhere,/mexico/imports/germany/articles-zinc,Mexico Imports from Germany of Articles of zinc not specified elsewhere,1990.0,2023-12-07T09:33:00
81,MEXDEU79041,Mexico,Germany,515728,2022,Import,"Zinc bars, rods, profiles and wire",/mexico/imports/germany/zinc-bars-rods-profiles-wire,"Mexico Imports from Germany of Zinc bars, rods, profiles and wire",1993.0,2023-12-07T09:33:00
82,MEXDEU78061,Mexico,Germany,942,2022,Import,"Articles of lead, not specified elsewhere",/mexico/imports/germany/articles-lead,"Mexico Imports from Germany of Articles of lead, not specified elsewhere",1990.0,2023-12-07T09:33:00
83,MEXDEU76151,Mexico,Germany,321051,2022,Import,"Table, Kitchen or Other Household Articles and Sanitary Ware",/mexico/imports/germany/table-kitchen-household-articles-aluminium-pot-scourers-scouring-polishing-pads-gloves-like-aluminum,"Mexico Imports from Germany of Table, Kitchen or Other Household Articles and Sanitary Ware",1990.0,2023-12-07T09:33:00
84,MEXDEU76162,Mexico,Germany,155115,2022,Export,Articles of aluminum not specified elsewhere,/mexico/exports/germany/articles-aluminum,Mexico exports of articles of aluminum not specified elsewhere to Germany,1990.0,2023-12-07T09:33:00
85,MEXDEU76161,Mexico,Germany,12397267,2022,Import,Articles of aluminum not specified elsewhere,/mexico/imports/germany/articles-aluminum,Mexico Imports from Germany of Articles of aluminum not specified elsewhere,1990.0,2023-12-07T09:33:00
86,MEXDEU76081,Mexico,Germany,963241,2022,Import,Aluminum tubes and pipes,/mexico/imports/germany/aluminum-tubes-pipes,Mexico Imports from Germany of Aluminum tubes and pipes,1990.0,2023-12-07T09:33:00
87,MEXDEU76121,Mexico,Germany,115912,2022,Import,"Aluminium Casks, Drums, Boxes, of a Capacity Not Exceeding 300l",/mexico/imports/germany/aluminum-casks-cans-not-over-300-liter-capacity,"Mexico Imports from Germany of Aluminium Casks, Drums, Boxes, of a Capacity Not Exceeding 300l",1990.0,2023-12-07T09:33:00
88,MEXDEU76101,Mexico,Germany,1508841,2022,Import,Aluminium Structures and Parts of Structures,/mexico/imports/germany/aluminum-structures-no-prefabricated-parts-structures,Mexico Imports from Germany of Aluminium Structures and Parts of Structures,1990.0,2023-12-07T09:33:00
89,MEXDEU76092,Mexico,Germany,26041,2022,Export,Aluminum tube or pipe fittings,/mexico/exports/germany/aluminum-tube-pipe-fittings,Mexico exports of aluminum tube or pipe fittings to Germany,1990.0,2023-12-07T09:33:00
90,MEXDEU76091,Mexico,Germany,4871996,2022,Import,Aluminum tube or pipe fittings,/mexico/imports/germany/aluminum-tube-pipe-fittings,Mexico Imports from Germany of Aluminum tube or pipe fittings,1990.0,2023-12-07T09:33:00
91,MEXDEU76071,Mexico,Germany,28428991,2022,Import,Aluminum foil (back or not) not over 2mm thick,/mexico/imports/germany/aluminum-foil,Mexico Imports from Germany of Aluminum foil (back or not) not over 2mm thick,1990.0,2023-12-07T09:33:00
92,MEXDEU76061,Mexico,Germany,109046679,2022,Import,"Aluminum plates, sheets and strips over 2mm thick",/mexico/imports/germany/aluminum-plates-sheets-strip-over-2mm-thick,"Mexico Imports from Germany of Aluminum plates, sheets and strips over 2mm thick",1990.0,2023-12-07T09:33:00
93,MEXDEU76051,Mexico,Germany,381412,2022,Import,Aluminum wire,/mexico/imports/germany/aluminum-wire,Mexico Imports from Germany of Aluminum wire,1990.0,2023-12-07T09:33:00
94,MEXDEU76042,Mexico,Germany,32703,2022,Export,"Aluminum bars, rods and profiles",/mexico/exports/germany/aluminum-bars-rods-profiles,"Mexico exports of aluminum bars, rods and profiles to Germany",1996.0,2023-12-07T09:33:00
95,MEXDEU76041,Mexico,Germany,15795612,2022,Import,"Aluminum bars, rods and profiles",/mexico/imports/germany/aluminum-bars-rods-profiles,"Mexico Imports from Germany of Aluminum bars, rods and profiles",1990.0,2023-12-07T09:33:00
96,MEXDEU76031,Mexico,Germany,658070,2022,Import,Aluminum powders and flakes,/mexico/imports/germany/aluminum-powders-flakes,Mexico Imports from Germany of Aluminum powders and flakes,1990.0,2023-12-07T09:33:00
97,MEXDEU76022,Mexico,Germany,220732,2022,Export,ALuminum waste and scrap,/mexico/exports/germany/aluminum-waste-scrap,Mexico exports of aluminum waste and scrap to Germany,1993.0,2023-12-07T09:33:00
98,MEXDEU76011,Mexico,Germany,10810,2022,Import,"Aluminum, unwrought",/mexico/imports/germany/aluminum-unworked-ought,"Mexico Imports from Germany of Aluminum, unwrought",1992.0,2023-12-07T09:33:00
99,MEXDEU75081,Mexico,Germany,1364250,2022,Import,"Articles of nickel, not specified elsewhere",/mexico/imports/germany/articles-nickel,"Mexico Imports from Germany of Articles of nickel, not specified elsewhere",1990.0,2023-12-07T09:33:00
100,MEXDEU75071,Mexico,Germany,1055222,2022,Import,"Nickel tubes, pipes and tube or pipe fittings",/mexico/imports/germany/nickel-tubes-pipes-tube-pipe-fittings,"Mexico Imports from Germany of Nickel tubes, pipes and tube or pipe fittings",1990.0,2023-12-07T09:33:00
101,MEXDEU75061,Mexico,Germany,13259111,2022,Import,"Nickel plates, sheets, strip and foil",/mexico/imports/germany/nickel-plates-sheets-strip-foil,"Mexico Imports from Germany of Nickel plates, sheets, strip and foil",1990.0,2023-12-07T09:33:00
102,MEXDEU75051,Mexico,Germany,8588478,2022,Import,"Nickel bars, rods, profiles and wire",/mexico/imports/germany/nickel-bars-rods-profiles-wire,"Mexico Imports from Germany of Nickel bars, rods, profiles and wire",1990.0,2023-12-07T09:33:00
103,MEXDEU74111,Mexico,Germany,882930,2022,Import,Copper tubes and pipes,/mexico/imports/germany/copper-tubes-pipes,Mexico Imports from Germany of Copper tubes and pipes,1990.0,2023-12-07T09:33:00
104,MEXDEU74192,Mexico,Germany,1129,2022,Export,Articles of copper not specified elsewhere,/mexico/exports/germany/articles-copper,Mexico exports of articles of copper not specified elsewhere to Germany,1990.0,2023-12-07T09:33:00
105,MEXDEU74191,Mexico,Germany,26310976,2022,Import,Articles of copper not specified elsewhere,/mexico/imports/germany/articles-copper,Mexico Imports from Germany of Articles of copper not specified elsewhere,1990.0,2023-12-07T09:33:00
106,MEXDEU74181,Mexico,Germany,920264,2022,Import,"Household Articles, Pot Scourers, Sanitary Ware, of Copper",/mexico/imports/germany/household-art-parts-copper-pot-scourers-copper,"Mexico Imports from Germany of Household Articles, Pot Scourers, Sanitary Ware, of Copper",1990.0,2023-12-07T09:33:00
