,symbol,country1,country2,value,date,type,category,url,title,StartDate,lastupdate
1719,MEXCRI85112,Mexico,Costa Rica,2053751,2022,Export,"Electrical Ignition or Starting Equipment, for Inter Combustion Engines",/mexico/exports/costa-rica/electric-ignition-equip-generators-parts,"Mexico exports of electrical ignition or starting equipment, for inter combustion engines to Costa Rica",1990.0,2023-12-07T09:27:00
1720,MEXCRI85082,Mexico,Costa Rica,10495,2022,Export,"Electromechanical tools, working in hand, parts",/mexico/exports/costa-rica/electromechanical-tools-working-hand-parts,"Mexico exports of electromechanical tools, working in hand, parts to Costa Rica",1991.0,2023-12-07T09:27:00
1721,MEXCRI85072,Mexico,Costa Rica,16307906,2022,Export,Electric Accumulators,/mexico/exports/costa-rica/electric-storage-batteries-including-separators-parts,Mexico exports of electric accumulators to Costa Rica,1990.0,2023-12-07T09:27:00
1722,MEXCRI85062,Mexico,Costa Rica,95256,2022,Export,Primary Cells and Primary Batteries,/mexico/exports/costa-rica/primary-cells-batteries-parts,Mexico exports of primary cells and primary batteries to Costa Rica,1990.0,2023-12-07T09:27:00
1723,MEXCRI85052,Mexico,Costa Rica,52812,2022,Export,Electromagnets; Permanent Magnets; Magnet Chucks and Clamps,/mexico/exports/costa-rica/electromagnets-permanent-magnets-parts,Mexico exports of electromagnets; permanent magnets; magnet chucks and clamps to Costa Rica,1990.0,2023-12-07T09:27:00
1724,MEXCRI85042,Mexico,Costa Rica,1513073,2022,Export,"Electrical Transformers, Static Converters and Inductors",/mexico/exports/costa-rica/electric-transform-static-converters-induct,"Mexico exports of electrical transformers, static converters and inductors to Costa Rica",1990.0,2023-12-07T09:27:00
1725,MEXCRI85041,Mexico,Costa Rica,1275332,2022,Import,"Electrical Transformers, Static Converters and Inductors",/mexico/imports/costa-rica/electric-transform-static-converters-induct,"Mexico Imports from Costa Rica of Electrical Transformers, Static Converters and Inductors",1990.0,2023-12-07T09:27:00
1726,MEXCRI85032,Mexico,Costa Rica,10008,2022,Export,"Parts, of Motors, of Generators, of Generating Sets, of Rotary Converters",/mexico/exports/costa-rica/parts-electric-motors-generators-sets,"Mexico exports of parts, of motors, of generators, of generating sets, of rotary converters to Costa Rica",1992.0,2023-12-07T09:27:00
1727,MEXCRI85031,Mexico,Costa Rica,140533,2022,Import,"Parts, of Motors, of Generators, of Generating Sets, of Rotary Converters",/mexico/imports/costa-rica/parts-electric-motors-generators-sets,"Mexico Imports from Costa Rica of Parts, of Motors, of Generators, of Generating Sets, of Rotary Converters",1998.0,2023-12-07T09:27:00
1728,MEXCRI85022,Mexico,Costa Rica,136563,2022,Export,Electric generating sets and rotary converters,/mexico/exports/costa-rica/electric-generating-sets-rotary-converters,Mexico exports of electric generating sets and rotary converters to Costa Rica,1996.0,2023-12-07T09:27:00
1729,MEXCRI85012,Mexico,Costa Rica,716327,2022,Export,Electric motors and generators (no sets),/mexico/exports/costa-rica/electric-motors-generators-no-sets,Mexico exports of electric motors and generators (no sets) to Costa Rica,1990.0,2023-12-07T09:27:00
1730,MEXCRI84842,Mexico,Costa Rica,240057,2022,Export,Gaskets and Similar Joints of Metal Sheeting,/mexico/exports/costa-rica/gaskets-joints-metal-sheeting,Mexico exports of gaskets and similar joints of metal sheeting to Costa Rica,1990.0,2023-12-07T09:27:00
1731,MEXCRI84812,Mexico,Costa Rica,6332764,2022,Export,"Taps, Cocks, Valves and Similar Appliances for Pipes, Tanks or the Like",/mexico/exports/costa-rica/taps-cocks-valves-pipes-tanks,"Mexico exports of taps, cocks, valves and similar appliances for pipes, tanks or the like to Costa Rica",1990.0,2023-12-07T09:27:00
1732,MEXCRI84832,Mexico,Costa Rica,678676,2022,Export,"Transmission Shafts, Cranks, Bearing Housings, Gears, Gearing, Clutches",/mexico/exports/costa-rica/transmission-shafts-bearings-gears-parts,"Mexico exports of transmission shafts, cranks, bearing housings, gears, gearing, clutches to Costa Rica",1990.0,2023-12-07T09:27:00
1733,MEXCRI84831,Mexico,Costa Rica,128793,2022,Import,"Transmission Shafts, Cranks, Bearing Housings, Gears, Gearing, Clutches",/mexico/imports/costa-rica/transmission-shafts-bearings-gears-parts,"Mexico Imports from Costa Rica of Transmission Shafts, Cranks, Bearing Housings, Gears, Gearing, Clutches",1990.0,2023-12-07T09:27:00
1734,MEXCRI84822,Mexico,Costa Rica,106467,2022,Export,Ball or Roller Bearings,/mexico/exports/costa-rica/ball-roller-bearings-parts,Mexico exports of ball or roller bearings to Costa Rica,1990.0,2023-12-07T09:27:00
1735,MEXCRI84802,Mexico,Costa Rica,313019,2022,Export,Moulding Boxes for Metal Foundry; Mould Bases; Moulding Patterns,/mexico/exports/costa-rica/molding-boxes-metal-foundry-mold-bases,Mexico exports of moulding boxes for metal foundry; mould bases; moulding patterns to Costa Rica,1990.0,2023-12-07T09:27:00
1736,MEXCRI84792,Mexico,Costa Rica,2886085,2022,Export,Machines and Mechanical Appliances Having Individual Functions,/mexico/exports/costa-rica/machines-having-individual-functions,Mexico exports of machines and mechanical appliances having individual functions to Costa Rica,1990.0,2023-12-07T09:27:00
1737,MEXCRI84791,Mexico,Costa Rica,27406,2022,Import,Machines and Mechanical Appliances Having Individual Functions,/mexico/imports/costa-rica/machines-having-individual-functions,Mexico Imports from Costa Rica of Machines and Mechanical Appliances Having Individual Functions,1991.0,2023-12-07T09:27:00
1738,MEXCRI84772,Mexico,Costa Rica,102025,2022,Export,Machinery for Working Rubber or Plastics,/mexico/exports/costa-rica/machinery-working-rubber-plastic,Mexico exports of machinery for working rubber or plastics to Costa Rica,1990.0,2023-12-07T09:27:00
1739,MEXCRI84762,Mexico,Costa Rica,73951,2022,Export,"Automatic goods-vending machines, parts",/mexico/exports/costa-rica/automatic-goods-vending-machines-parts,"Mexico exports of automatic goods-vending machines, parts to Costa Rica",1993.0,2023-12-07T09:27:00
1740,MEXCRI84742,Mexico,Costa Rica,67177,2022,Export,"Machinery for Sorting, Screening, Separating, Washing, Crushing or Mixing",/mexico/exports/costa-rica/machinery-sorting-screening-minerals,"Mexico exports of machinery for sorting, screening, separating, washing, crushing or mixing to Costa Rica",1990.0,2023-12-07T09:27:00
1741,MEXCRI84712,Mexico,Costa Rica,1312930,2022,Export,"Automatic Data Processing Machines, Magnetic or Optical Readers",/mexico/exports/costa-rica/automatic-data-processing-machines-units-thereof-magnetic-optical-readers,"Mexico exports of automatic data processing machines, magnetic or optical readers to Costa Rica",1990.0,2023-12-07T09:27:00
1742,MEXCRI84711,Mexico,Costa Rica,6282118,2022,Import,"Automatic Data Processing Machines, Magnetic or Optical Readers",/mexico/imports/costa-rica/automatic-data-processing-machines-units-thereof-magnetic-optical-readers,"Mexico Imports from Costa Rica of Automatic Data Processing Machines, Magnetic or Optical Readers",1990.0,2023-12-07T09:27:00
1743,MEXCRI84732,Mexico,Costa Rica,265360,2022,Export,"Parts, Accessories, of Typewriters, Calculating Machines",/mexico/exports/costa-rica/parts-typewriters-office-machines-computer-accessories,"Mexico exports of parts, accessories, of typewriters, calculating machines to Costa Rica",1990.0,2023-12-07T09:27:00
1744,MEXCRI84731,Mexico,Costa Rica,151317,2022,Import,"Parts, Accessories, of Typewriters, Calculating Machines",/mexico/imports/costa-rica/parts-typewriters-office-machines-computer-accessories,"Mexico Imports from Costa Rica of Parts, Accessories, of Typewriters, Calculating Machines",1991.0,2023-12-07T09:27:00
1745,MEXCRI84722,Mexico,Costa Rica,136530,2022,Export,Office machines not specified elsewhere,/mexico/exports/costa-rica/office-machines-hectogpaph-addressing,Mexico exports of office machines not specified elsewhere to Costa Rica,1990.0,2023-12-07T09:27:00
1746,MEXCRI84682,Mexico,Costa Rica,30118,2022,Export,"Machinery and Apparatus for Soldering, Brazing or Welding",/mexico/exports/costa-rica/machines-solder-gas-surf-temper-machines,"Mexico exports of machinery and apparatus for soldering, brazing or welding to Costa Rica",1993.0,2023-12-07T09:27:00
1747,MEXCRI84672,Mexico,Costa Rica,916514,2022,Export,Tools for Working in the Hand,/mexico/exports/costa-rica/tools-working-hand-pneumatic,Mexico exports of tools for working in the hand to Costa Rica,1992.0,2023-12-07T09:27:00
1748,MEXCRI84642,Mexico,Costa Rica,38229,2022,Export,"Machine tools for working stone, glass",/mexico/exports/costa-rica/machine-tools-working-stone-glass,"Mexico exports of machine tools for working stone, glass to Costa Rica",1994.0,2023-12-07T09:27:00
1749,MEXCRI84662,Mexico,Costa Rica,48081,2022,Export,Parts and Accessories of Machine-tools; Tool Holders,/mexico/exports/costa-rica/articles-machine-tools-headings-8456-to-8465,Mexico exports of parts and accessories of machine-tools; tool holders to Costa Rica,1990.0,2023-12-07T09:27:00
1750,MEXCRI84661,Mexico,Costa Rica,116742,2022,Import,Parts and Accessories of Machine-tools; Tool Holders,/mexico/imports/costa-rica/articles-machine-tools-headings-8456-to-8465,Mexico Imports from Costa Rica of Parts and Accessories of Machine-tools; Tool Holders,1991.0,2023-12-07T09:27:00
1751,MEXCRI84652,Mexico,Costa Rica,14738,2022,Export,"Machine tools for working wood, cork, bone",/mexico/exports/costa-rica/machine-tools-working-wood-cork-bone,"Mexico exports of machine tools for working wood, cork, bone to Costa Rica",1992.0,2023-12-07T09:27:00
1752,MEXCRI84602,Mexico,Costa Rica,9887,2022,Export,Machine tools for honing or finishing metal,/mexico/exports/costa-rica/machine-tools-honing-finishing-metal,Mexico exports of machine tools for honing or finishing metal to Costa Rica,1994.0,2023-12-07T09:27:00
1753,MEXCRI84592,Mexico,Costa Rica,1053,2022,Export,"Machine tools for drilling, boring, milling",/mexico/exports/costa-rica/machine-tools-drilling-milling,"Mexico exports of machine tools for drilling, boring, milling to Costa Rica",1993.0,2023-12-07T09:27:00
1754,MEXCRI84522,Mexico,Costa Rica,18608,2022,Export,Sewing Machines and Needles; Furniture for Sewing Machines,/mexico/exports/costa-rica/sewing-machines-not-book-sew-cover-needles,Mexico exports of sewing machines and needles; furniture for sewing machines to Costa Rica,1990.0,2023-12-07T09:27:00
1755,MEXCRI84512,Mexico,Costa Rica,992854,2022,Export,"Machinery for Washing, Cleaning, Wringing or Coating Textile Yarns",/mexico/exports/costa-rica/machinery-not-laundry-cleaning-drying,"Mexico exports of machinery for washing, cleaning, wringing or coating textile yarns to Costa Rica",1993.0,2023-12-07T09:27:00
1756,MEXCRI84502,Mexico,Costa Rica,6226271,2022,Export,Household or Laundry-type Washing Machines,/mexico/exports/costa-rica/washing-machines-household-laundry-type,Mexico exports of household or laundry-type washing machines to Costa Rica,1991.0,2023-12-07T09:27:00
1757,MEXCRI84432,Mexico,Costa Rica,90433,2022,Export,Printing Machinery; Machines for Uses Ancillary to Printing,/mexico/exports/costa-rica/printing-machinery-machines-cylinders-to-print,Mexico exports of printing machinery; machines for uses ancillary to printing to Costa Rica,1990.0,2023-12-07T09:27:00
1758,MEXCRI84412,Mexico,Costa Rica,22350,2022,Export,"Other Machinery for Making up Paper Pulp, Paper or Paperboard",/mexico/exports/costa-rica/machinery-making-up-pulp-paper-cutters,"Mexico exports of other machinery for making up paper pulp, paper or paperboard to Costa Rica",1990.0,2023-12-07T09:27:00
1759,MEXCRI84382,Mexico,Costa Rica,2984472,2022,Export,Machinery for the Industrial Preparation of Food,/mexico/exports/costa-rica/machinery-individual-preparations-food-drink-parts,Mexico exports of machinery for the industrial preparation of food to Costa Rica,1990.0,2023-12-07T09:27:00
1760,MEXCRI84362,Mexico,Costa Rica,32829,2022,Export,"Other Agricultural, or Poultry-keeping Machinery",/mexico/exports/costa-rica/agricultural-poultry-equip-incubators,"Mexico exports of other agricultural, or poultry-keeping machinery to Costa Rica",1990.0,2023-12-07T09:27:00
1761,MEXCRI84312,Mexico,Costa Rica,107350,2022,Export,"Parts of Pulley Tackle, Derricks, Cranes, Lifts",/mexico/exports/costa-rica/parts-machinery-headings-8425-to-8430,"Mexico exports of parts of pulley tackle, derricks, cranes, lifts to Costa Rica",1990.0,2023-12-07T09:27:00
1762,MEXCRI84311,Mexico,Costa Rica,63253,2022,Import,"Parts of Pulley Tackle, Derricks, Cranes, Lifts",/mexico/imports/costa-rica/parts-machinery-headings-8425-to-8430,"Mexico Imports from Costa Rica of Parts of Pulley Tackle, Derricks, Cranes, Lifts",1990.0,2023-12-07T09:27:00
1763,MEXCRI84282,Mexico,Costa Rica,619418,2022,Export,"Lifting, handling, loading and unload machines not else specified",/mexico/exports/costa-rica/lifting-handling-loading-unload-machines,"Mexico exports of lifting, handling, loading and unload machines not else specified to Costa Rica",1990.0,2023-12-07T09:27:00
1764,MEXCRI84252,Mexico,Costa Rica,147823,2022,Export,Pulley Tackle and Hoists,/mexico/exports/costa-rica/pulley-tackle-hoists-than-skip-hoists-winches-capstans-jacks,Mexico exports of pulley tackle and hoists to Costa Rica,1991.0,2023-12-07T09:27:00
1765,MEXCRI84242,Mexico,Costa Rica,1135573,2022,Export,Fire Extinguishers; Spray Guns,/mexico/exports/costa-rica/mechanical-appliances-hand-operated-projecting-dispersing-spraying-liquids-powder,Mexico exports of fire extinguishers; spray guns to Costa Rica,1990.0,2023-12-07T09:27:00
1766,MEXCRI84232,Mexico,Costa Rica,181358,2022,Export,"Weighing Machinery, Weighing Machine Weights",/mexico/exports/costa-rica/weighing-machines-weighing-machine-weights,"Mexico exports of weighing machinery, weighing machine weights to Costa Rica",1990.0,2023-12-07T09:27:00
1767,MEXCRI84222,Mexico,Costa Rica,969562,2022,Export,"Dish Washing Machines, Machinery for Cleaning",/mexico/exports/costa-rica/machines-dishwash-clean-control-fill-packing,"Mexico exports of dish washing machines, machinery for cleaning to Costa Rica",1990.0,2023-12-07T09:27:00
1768,MEXCRI84212,Mexico,Costa Rica,2673856,2022,Export,Centrifuges; Filtering or Purifying Machinery,/mexico/exports/costa-rica/centrifuges-filter-machinery-liquid-gases,Mexico exports of centrifuges; filtering or purifying machinery to Costa Rica,1990.0,2023-12-07T09:27:00
1769,MEXCRI84211,Mexico,Costa Rica,375707,2022,Import,Centrifuges; Filtering or Purifying Machinery,/mexico/imports/costa-rica/centrifuges-filter-machinery-liquid-gases,Mexico Imports from Costa Rica of Centrifuges; Filtering or Purifying Machinery,1990.0,2023-12-07T09:27:00
1770,MEXCRI84192,Mexico,Costa Rica,728539,2022,Export,Apparatus for Treatment of Materials By Temperature,/mexico/exports/costa-rica/machinery-temp-change-treat-mat-heat,Mexico exports of apparatus for treatment of materials by temperature to Costa Rica,1990.0,2023-12-07T09:27:00
1771,MEXCRI84182,Mexico,Costa Rica,24151446,2022,Export,"Refrigerators, Freezers, Heat Pumps",/mexico/exports/costa-rica/refrigerators-freezers-heat-pumps,"Mexico exports of refrigerators, freezers, heat pumps to Costa Rica",1990.0,2023-12-07T09:27:00
1772,MEXCRI84162,Mexico,Costa Rica,28798,2022,Export,"Furnace Burners, Mechanical Stokers",/mexico/exports/costa-rica/furnace-burners-mechanical-stokers-parts,"Mexico exports of furnace burners, mechanical stokers to Costa Rica",1990.0,2023-12-07T09:27:00
1773,MEXCRI84152,Mexico,Costa Rica,918834,2022,Export,Air Conditioning Machines,/mexico/exports/costa-rica/air-conditioning-machines-temp-hum-change,Mexico exports of air conditioning machines to Costa Rica,1991.0,2023-12-07T09:27:00
1774,MEXCRI84142,Mexico,Costa Rica,2017773,2022,Export,"Air or Vacuum Pumps, Air or Other Gas Compressors",/mexico/exports/costa-rica/air-vacuum-pumps-air-gas-compressors-fans-ventilating-recycling-hoods-incorporating-fan,"Mexico exports of air or vacuum pumps, air or other gas compressors to Costa Rica",1990.0,2023-12-07T09:27:00
1775,MEXCRI84132,Mexico,Costa Rica,1624449,2022,Export,"Pumps for Liquids, Liquid Elevators",/mexico/exports/costa-rica/pumps-liquids-liquid-elevators,"Mexico exports of pumps for liquids, liquid elevators to Costa Rica",1990.0,2023-12-07T09:27:00
1776,MEXCRI84122,Mexico,Costa Rica,317629,2022,Export,Engines and Motors not specified elsewhere,/mexico/exports/costa-rica/engines-motors,Mexico exports of engines and motors not specified elsewhere to Costa Rica,1991.0,2023-12-07T09:27:00
1777,MEXCRI84092,Mexico,Costa Rica,87643,2022,Export,Parts of Internal Combustion Piston Engines,/mexico/exports/costa-rica/parts-engines-heading-8407-8408,Mexico exports of parts of internal combustion piston engines to Costa Rica,1990.0,2023-12-07T09:27:00
1778,MEXCRI84072,Mexico,Costa Rica,43491,2022,Export,Spark-ignition Internal Combustion Piston Engines,/mexico/exports/costa-rica/spark-ignition-reciprocating-rotary-internal-combustion-piston-engine,Mexico exports of spark-ignition internal combustion piston engines to Costa Rica,1995.0,2023-12-07T09:27:00
1779,MEXCRI83112,Mexico,Costa Rica,3569968,2022,Export,"Wire, Rods, Tubes, Plates, Electrodes, of Base Metal",/mexico/exports/costa-rica/wire-rods-soldering-met-spray,"Mexico exports of wire, rods, tubes, plates, electrodes, of base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1780,MEXCRI83102,Mexico,Costa Rica,8940,2022,Export,Sign-plates,/mexico/exports/costa-rica/sign-name-plates-symbols-base-metal-except-headings-9405,Mexico exports of sign-plates to Costa Rica,1995.0,2023-12-07T09:27:00
1781,MEXCRI83092,Mexico,Costa Rica,10180956,2022,Export,"Stoppers, Caps, Lids, Other Packing Accessories, of Base Metal",/mexico/exports/costa-rica/stoppers-caps-lids-seals-packing-accessories-base-metal,"Mexico exports of stoppers, caps, lids, other packing accessories, of base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1782,MEXCRI83082,Mexico,Costa Rica,44530,2022,Export,"Clasps, Frames With Clasps, Buckles, Hooks, of Base Metal",/mexico/exports/costa-rica/clasps-buckles-hooks-beads-spangles-base-metal,"Mexico exports of clasps, frames with clasps, buckles, hooks, of base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1783,MEXCRI83072,Mexico,Costa Rica,1194419,2022,Export,Flexible Tubing of Base Metal,/mexico/exports/costa-rica/flexible-tubing-base-metal,Mexico exports of flexible tubing of base metal to Costa Rica,1993.0,2023-12-07T09:27:00
1784,MEXCRI83062,Mexico,Costa Rica,43474,2022,Export,"Bells, Gongs, Statuettes, Photograph Frames, Mirrors, of Base Metal",/mexico/exports/costa-rica/bells-gongs-non-electric-ornaments-base-metal-photograph-frames,"Mexico exports of bells, gongs, statuettes, photograph frames, mirrors, of base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1785,MEXCRI83052,Mexico,Costa Rica,92739,2022,Export,"Letter Clips and Similar Office Articles, of Base Metal",/mexico/exports/costa-rica/fittings-loose-leaf-binders-files-letter-clips-letter-corners-paper-clips-indexing-tags-office-articles-base-metal-staples-strips,"Mexico exports of letter clips and similar office articles, of base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1786,MEXCRI83032,Mexico,Costa Rica,20403,2022,Export,"Safes, cash or deed boxes and parts, base metal",/mexico/exports/costa-rica/safes-cash-deed-boxes-parts-base-metal,"Mexico exports of safes, cash or deed boxes and parts, base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1787,MEXCRI83022,Mexico,Costa Rica,1043582,2022,Export,"Hardware, fixtures, castors & parts, base metal",/mexico/exports/costa-rica/hardware-fixtures-castors-parts-base-metal,"Mexico exports of hardware, fixtures, castors & parts, base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1788,MEXCRI83012,Mexico,Costa Rica,972472,2022,Export,"Padlocks, locks, keys and parts, of base metal",/mexico/exports/costa-rica/padlocks-locks-keys-parts-base-metal,"Mexico exports of padlocks, locks, keys and parts, of base metal to Costa Rica",1990.0,2023-12-07T09:27:00
1789,MEXCRI83011,Mexico,Costa Rica,1247,2022,Import,"Padlocks, locks, keys and parts, of base metal",/mexico/imports/costa-rica/padlocks-locks-keys-parts-base-metal,"Mexico Imports from Costa Rica of Padlocks, locks, keys and parts, of base metal",2000.0,2023-12-07T09:27:00
1790,MEXCRI82152,Mexico,Costa Rica,8395,2022,Export,Tableware of base metal and base metal parts,/mexico/exports/costa-rica/tableware-base-metal-base-metal-parts,Mexico exports of tableware of base metal and base metal parts to Costa Rica,1990.0,2023-12-07T09:27:00
1791,MEXCRI82142,Mexico,Costa Rica,117751,2022,Export,Other Articles of Cutlery; Manicure or Pedicure Instruments,/mexico/exports/costa-rica/other-articles-cutlery,Mexico exports of other articles of cutlery; manicure or pedicure instruments to Costa Rica,1992.0,2023-12-07T09:27:00
1792,MEXCRI82132,Mexico,Costa Rica,50623,2022,Export,Scissors and Blades Therefor,/mexico/exports/costa-rica/scissors-tailors-shears-blades-base-metal,Mexico exports of scissors and blades therefor to Costa Rica,1993.0,2023-12-07T09:27:00
1793,MEXCRI82122,Mexico,Costa Rica,3263522,2022,Export,Razors and Razor Blades,/mexico/exports/costa-rica/razors-razor-blades,Mexico exports of razors and razor blades to Costa Rica,1991.0,2023-12-07T09:27:00
1794,MEXCRI82112,Mexico,Costa Rica,279546,2022,Export,Knives With Cutting Blades and Blades Therefor,/mexico/exports/costa-rica/knives-blades-blades-knives,Mexico exports of knives with cutting blades and blades therefor to Costa Rica,1994.0,2023-12-07T09:27:00
1795,MEXCRI82082,Mexico,Costa Rica,160371,2022,Export,"Knives and Cutting Blades, for Machines or for Mechanical Appliances",/mexico/exports/costa-rica/knives-blades-machines-appliances,"Mexico exports of knives and cutting blades, for machines or for mechanical appliances to Costa Rica",1990.0,2023-12-07T09:27:00
1796,MEXCRI82072,Mexico,Costa Rica,696111,2022,Export,Interchangeable Tools for Hand Tools or for Machine-tools,/mexico/exports/costa-rica/interchange-tools-hand-machine-tools,Mexico exports of interchangeable tools for hand tools or for machine-tools to Costa Rica,1990.0,2023-12-07T09:27:00
1797,MEXCRI82062,Mexico,Costa Rica,10893,2022,Export,"Tools of Two or More, Put up in Sets for Retail Sale",/mexico/exports/costa-rica/tools-headings-8202-8205-sets-retail-sale,"Mexico exports of tools of two or more, put up in sets for retail sale to Costa Rica",1990.0,2023-12-07T09:27:00
1798,MEXCRI82052,Mexico,Costa Rica,1594872,2022,Export,"Hand Tools, Vices, Clamps, Anvils, Portables Forges, Grinding Wheels",/mexico/exports/costa-rica/handtools-blow-torches-anvils,"Mexico exports of hand tools, vices, clamps, anvils, portables forges, grinding wheels to Costa Rica",1990.0,2023-12-07T09:27:00
1799,MEXCRI82042,Mexico,Costa Rica,404464,2022,Export,Hand-operated Spanners and Wrenches; Interchangeable Spanner Sockets,/mexico/exports/costa-rica/hand-operated-spanners-wrenches,Mexico exports of hand-operated spanners and wrenches; interchangeable spanner sockets to Costa Rica,1990.0,2023-12-07T09:27:00
1800,MEXCRI82032,Mexico,Costa Rica,857918,2022,Export,"Files, Rasps, Pliers, Pincers, Tweezers, Pipe-cutters, Bolt-croppers",/mexico/exports/costa-rica/files-rasps-pliers-metal-cutting-shears-base-metal-parts,"Mexico exports of files, rasps, pliers, pincers, tweezers, pipe-cutters, bolt-croppers to Costa Rica",1990.0,2023-12-07T09:27:00
1801,MEXCRI82031,Mexico,Costa Rica,88219,2022,Import,"Files, Rasps, Pliers, Pincers, Tweezers, Pipe-cutters, Bolt-croppers",/mexico/imports/costa-rica/files-rasps-pliers-metal-cutting-shears-base-metal-parts,"Mexico Imports from Costa Rica of Files, Rasps, Pliers, Pincers, Tweezers, Pipe-cutters, Bolt-croppers",1996.0,2023-12-07T09:27:00
1802,MEXCRI82022,Mexico,Costa Rica,466606,2022,Export,"Hand Saws, Blades for Saws of All Kinds",/mexico/exports/costa-rica/handsaws-metal-parts-saw-blades-base-metal-saw-parts,"Mexico exports of hand saws, blades for saws of all kinds to Costa Rica",1990.0,2023-12-07T09:27:00
1803,MEXCRI82012,Mexico,Costa Rica,1204749,2022,Export,Handtools and tools used in agriculture,/mexico/exports/costa-rica/handtools-tools-used-agriculture-base-metal-parts,Mexico exports of handtools and tools used in agriculture to Costa Rica,1990.0,2023-12-07T09:27:00
1804,MEXCRI79072,Mexico,Costa Rica,12754,2022,Export,Articles of zinc not specified elsewhere,/mexico/exports/costa-rica/articles-zinc,Mexico exports of articles of zinc not specified elsewhere to Costa Rica,1990.0,2023-12-07T09:27:00
1805,MEXCRI76162,Mexico,Costa Rica,1721252,2022,Export,Articles of aluminum not specified elsewhere,/mexico/exports/costa-rica/articles-aluminum,Mexico exports of articles of aluminum not specified elsewhere to Costa Rica,1990.0,2023-12-07T09:27:00
1806,MEXCRI76161,Mexico,Costa Rica,16205,2022,Import,Articles of aluminum not specified elsewhere,/mexico/imports/costa-rica/articles-aluminum,Mexico Imports from Costa Rica of Articles of aluminum not specified elsewhere,1993.0,2023-12-07T09:27:00
1807,MEXCRI76152,Mexico,Costa Rica,180232,2022,Export,"Table, Kitchen or Other Household Articles and Sanitary Ware",/mexico/exports/costa-rica/table-kitchen-household-articles-aluminium-pot-scourers-scouring-polishing-pads-gloves-like-aluminum,"Mexico exports of table, kitchen or other household articles and sanitary ware to Costa Rica",1990.0,2023-12-07T09:27:00
1808,MEXCRI76122,Mexico,Costa Rica,1871274,2022,Export,"Aluminium Casks, Drums, Boxes, of a Capacity Not Exceeding 300l",/mexico/exports/costa-rica/aluminum-casks-cans-not-over-300-liter-capacity,"Mexico exports of aluminium casks, drums, boxes, of a capacity not exceeding 300l to Costa Rica",1990.0,2023-12-07T09:27:00
1809,MEXCRI76102,Mexico,Costa Rica,596701,2022,Export,Aluminium Structures and Parts of Structures,/mexico/exports/costa-rica/aluminum-structures-no-prefabricated-parts-structures,Mexico exports of aluminium structures and parts of structures to Costa Rica,1990.0,2023-12-07T09:27:00
1810,MEXCRI76092,Mexico,Costa Rica,111624,2022,Export,Aluminum tube or pipe fittings,/mexico/exports/costa-rica/aluminum-tube-pipe-fittings,Mexico exports of aluminum tube or pipe fittings to Costa Rica,1995.0,2023-12-07T09:27:00
1811,MEXCRI76082,Mexico,Costa Rica,111977,2022,Export,Aluminum tubes and pipes,/mexico/exports/costa-rica/aluminum-tubes-pipes,Mexico exports of aluminum tubes and pipes to Costa Rica,1990.0,2023-12-07T09:27:00
1812,MEXCRI76072,Mexico,Costa Rica,16085,2022,Export,Aluminum foil (back or not) not over 2mm thick,/mexico/exports/costa-rica/aluminum-foil,Mexico exports of aluminum foil (back or not) not over 2mm thick to Costa Rica,1991.0,2023-12-07T09:27:00
1813,MEXCRI76042,Mexico,Costa Rica,1123085,2022,Export,"Aluminum bars, rods and profiles",/mexico/exports/costa-rica/aluminum-bars-rods-profiles,"Mexico exports of aluminum bars, rods and profiles to Costa Rica",1990.0,2023-12-07T09:27:00
1814,MEXCRI74192,Mexico,Costa Rica,148253,2022,Export,Articles of copper not specified elsewhere,/mexico/exports/costa-rica/articles-copper,Mexico exports of articles of copper not specified elsewhere to Costa Rica,1990.0,2023-12-07T09:27:00
1815,MEXCRI74182,Mexico,Costa Rica,111133,2022,Export,"Household Articles, Pot Scourers, Sanitary Ware, of Copper",/mexico/exports/costa-rica/household-art-parts-copper-pot-scourers-copper,"Mexico exports of household articles, pot scourers, sanitary ware, of copper to Costa Rica",1991.0,2023-12-07T09:27:00
1816,MEXCRI74152,Mexico,Costa Rica,18151,2022,Export,"Nails, Tacks, Staples, Screws, Bolts, Nuts, of Copper",/mexico/exports/costa-rica/nails-tacks-copper-screws-copper,"Mexico exports of nails, tacks, staples, screws, bolts, nuts, of copper to Costa Rica",1993.0,2023-12-07T09:27:00
1817,MEXCRI74122,Mexico,Costa Rica,193246,2022,Export,Copper tube or pipe fittings,/mexico/exports/costa-rica/copper-tube-pipe-fittings,Mexico exports of copper tube or pipe fittings to Costa Rica,1992.0,2023-12-07T09:27:00
1818,MEXCRI74112,Mexico,Costa Rica,1336320,2022,Export,Copper tubes and pipes,/mexico/exports/costa-rica/copper-tubes-pipes,Mexico exports of copper tubes and pipes to Costa Rica,1990.0,2023-12-07T09:27:00
